samples	symbol	Mutation	CNA Status	Expression
TCGA-06-0138	CAD	-	-	-0.719
TCGA-06-0138	CASP8	-	-	-1.011
TCGA-06-0138	CAST	-	-	-0.847
TCGA-06-0138	CBFB	-	-	0.863
TCGA-06-0138	CCND1	-	-	-0.358
TCGA-06-0138	CDKN2A	-	-	1.139
TCGA-06-0138	CDKN2C	-	-	3.215
TCGA-06-0138	CEBPA	-	-	0.272
TCGA-06-0138	CENPF	-	-	-0.613
TCGA-06-0138	CFH	-	-	-0.22
TCGA-06-0138	CHD4	-	-	-1.957
TCGA-06-0138	CHD8	-	-	-1.505
TCGA-06-0138	CREM	-	-	2.374
TCGA-06-0138	CRTC3	-	-	-0.008
TCGA-06-0138	CTCF	-	-	-1.298
TCGA-06-0138	CUL1	-	-	-0.287
TCGA-06-0138	DHX9	-	-	-1.103
TCGA-06-0138	DICER1	-	-	-0.933
TCGA-06-0138	DMD	-	-	0.572
TCGA-06-0138	DNMT3A	-	-	-0.74
TCGA-06-0138	EGFR	0	2	0.219
TCGA-06-0138	EIF4A2	-	-	0.734
TCGA-06-0138	ELF3	-	-	-0.725
TCGA-06-0138	ERCC2	-	-	-0.069
TCGA-06-0138	EWSR1	-	-	-0.817
TCGA-06-0138	EZH2	-	-	0.348
TCGA-06-0138	FANCA	-	-	0.078
TCGA-06-0138	FBN2	-	-	0.06
TCGA-06-0138	FBXO11	-	-	-0.222
TCGA-06-0138	FES	-	-	0.014
TCGA-06-0138	FGFR3	-	-	0.137
TCGA-06-0138	FLT3	-	-	-0.006
TCGA-06-0138	FOXA2	-	-	-0.004
TCGA-06-0138	FRG1B	-	-	-0.893
TCGA-06-0138	GATA3	-	-	-0.007
TCGA-06-0138	GNAI1	-	-	0.322
TCGA-06-0138	GNAS	-	-	0.478
TCGA-06-0138	GOLGA5	-	-	-1.072
TCGA-06-0138	GOT2	-	-	-0.133
TCGA-06-0138	GPHN	-	-	0.369
TCGA-06-0138	GPS2	-	-	0.827
TCGA-06-0138	H3F3C	-	-	-0.427
TCGA-06-0138	HGF	-	-	0.091
TCGA-06-0138	HLA-A	-	-	-0.374
TCGA-06-0138	HMGXB4	-	-	0.047
TCGA-06-0138	HRAS	-	-	0.177
TCGA-06-0138	HSPA8	-	-	-0.076
TCGA-06-0138	HUWE1	-	-	-1.455
TCGA-06-0138	IDH1	-	-	0.13
TCGA-06-0138	IDH2	-	-	-0.175
TCGA-06-0138	IRS2	-	-	1.316
TCGA-06-0138	KDM5C	-	-	-1.43
TCGA-06-0138	KEAP1	-	-	-0.18
TCGA-06-0138	KIFC3	-	-	0.385
TCGA-06-0138	KIT	-	-	0.023
TCGA-06-0138	KRAS	-	-	-0.163
TCGA-06-0138	LEPR	-	-	-0.177
TCGA-06-0138	LIFR	-	-	1.729
TCGA-06-0138	LPP	-	-	-0.961
TCGA-06-0138	LUM	-	-	-0.255
TCGA-06-0138	LZTR1	-	-	0.377
TCGA-06-0138	MALAT1	-	-	-0
TCGA-06-0138	MAP2K4	-	-	0.707
TCGA-06-0138	MAP3K3	-	-	-0.384
TCGA-06-0138	MAPK8IP1	-	-	2.85
TCGA-06-0138	MATK	-	-	0.017
TCGA-06-0138	MDM2	0	2	11.24
TCGA-06-0138	MDM4	-	-	0.414
TCGA-06-0138	METTL14	-	-	-1.085
TCGA-06-0138	MN1	-	-	-0.042
TCGA-06-0138	MTOR	-	-	-0.837
TCGA-06-0138	NAV3	-	-	0.516
TCGA-06-0138	NBPF10	-	-	-0.28
TCGA-06-0138	NCOA4	-	-	-0.25
TCGA-06-0138	NF1	-	-	-0.485
TCGA-06-0138	NFE2L2	-	-	0.065
TCGA-06-0138	NLRP3	-	-	0.414
TCGA-06-0138	NOTCH1	-	-	0.05
TCGA-06-0138	NR4A2	-	-	0.05
TCGA-06-0138	PCBP1	-	-	-1.273
TCGA-06-0138	PDGFRA	-	-	-0.005
TCGA-06-0138	PIK3CA	-	-	-0.553
TCGA-06-0138	PIK3CG	-	-	-0.044
TCGA-06-0138	PIK3R1	-	-	0.878
TCGA-06-0138	PIP5K1A	-	-	-0.355
TCGA-06-0138	PLCG1	-	-	0.274
TCGA-06-0138	PPP2R1A	-	-	0.412
TCGA-06-0138	PTEN	-	-	-0.782
TCGA-06-0138	RAC1	-	-	2.214
TCGA-06-0138	RANBP2	-	-	-1.312
TCGA-06-0138	RANBP3	-	-	0.219
TCGA-06-0138	RB1	-	-	1.153
TCGA-06-0138	RBMX	-	-	-0.026
TCGA-06-0138	RHEB	-	-	3.256
TCGA-06-0138	RHOA	-	-	2.159
TCGA-06-0138	RPL5	-	-	0.424
TCGA-06-0138	RPSAP58	-	-	1.107
TCGA-06-0138	RUNX1	-	-	-0.437
TCGA-06-0138	RXRA	-	-	-0.662
TCGA-06-0138	SMAD2	-	-	-0.398
TCGA-06-0138	SMC1A	-	-	-1.057
TCGA-06-0138	SPATA6	-	-	1.753
TCGA-06-0138	SPEN	-	-	-0.792
TCGA-06-0138	SPOP	-	-	1.122
TCGA-06-0138	STAG2	-	-	-0.39
TCGA-06-0138	STK11	-	-	-0.459
TCGA-06-0138	SYNE1	-	-	0.062
TCGA-06-0138	TBL1XR1	-	-	-0.33
TCGA-06-0138	TBX3	-	-	-0.109
TCGA-06-0138	TCF12	-	-	1.795
TCGA-06-0138	TCF7	-	-	-0.223
TCGA-06-0138	TET2	-	-	-0.278
TCGA-06-0138	TFDP1	-	-	0.137
TCGA-06-0138	TGFBR2	-	-	-0.131
TCGA-06-0138	TGIF1	-	-	-0.08
TCGA-06-0138	TJP2	-	-	-0.256
TCGA-06-0138	TNFRSF10C	-	-	-0.056
TCGA-06-0138	TOM1	-	-	-0.089
TCGA-06-0138	TP53	-	-	-0.215
TCGA-06-0138	U2AF1	-	-	-0.364
TCGA-06-0138	WT1	-	-	0.032
TCGA-06-0138	ZFP36L1	-	-	-0.268
TCGA-06-0138	ZFP36L2	-	-	0.548
TCGA-06-0138	ZNF132	-	-	0.457
TCGA-06-0138	ZNF300	-	-	4.217
TCGA-06-0138	ZNF814	-	-	0.799
TCGA-06-0138	ZNF844	-	-	0.258
TCGA-06-0141	ABCB1	-	-	0.491
TCGA-06-0141	ACVR1B	-	-	-0.612
TCGA-06-0141	ADCY1	-	-	0.149
TCGA-06-0141	ADORA2A	-	-	-0.202
TCGA-06-0141	AHNAK2	-	-	-0.147
TCGA-06-0141	AKAP9	-	-	-0.347
TCGA-06-0141	AKD1	-	-	-0.457
TCGA-06-0141	AKT1	-	-	-0.523
TCGA-06-0141	AMPH	-	-	1.182
TCGA-06-0141	APAF1	-	-	0.09
TCGA-06-0141	BCOR	-	-	-1.438
TCGA-06-0141	BRAF	-	-	-0.769
TCGA-06-0141	BRCA1	-	-	-0.355
TCGA-06-0141	BRCA2	-	-	-0.242
TCGA-06-0141	CAD	-	-	-0.708
TCGA-06-0141	CASP8	-	-	-0.166
TCGA-06-0141	CAST	-	-	-0.597
TCGA-06-0141	CBFB	-	-	0.696
TCGA-06-0141	CCND1	-	-	-0.365
TCGA-06-0141	CDKN2A	-	-	-0.064
TCGA-06-0141	CDKN2C	-	-	1.112
TCGA-06-0141	CEBPA	-	-	0.418
TCGA-06-0141	CENPF	-	-	-0.724
TCGA-06-0141	CFH	-	-	0.472
TCGA-06-0141	CHD4	-	-	-1.552
TCGA-06-0141	CHD8	-	-	-1.179
TCGA-06-0141	CREM	-	-	2.84
TCGA-06-0141	CRTC3	-	-	-0.394
TCGA-06-0141	CTCF	-	-	-1.567
TCGA-06-0141	CUL1	-	-	0.799
TCGA-06-0141	DHX9	-	-	-1.686
TCGA-06-0141	DICER1	-	-	-0.187
TCGA-06-0141	DMD	-	-	0.567
TCGA-06-0141	DNMT3A	-	-	-0.523
TCGA-06-0141	EGFR	-	-	0.023
TCGA-06-0141	EIF4A2	-	-	0.061
TCGA-06-0141	ELF3	-	-	-0.725
TCGA-06-0141	ERCC2	-	-	-0.14
TCGA-06-0141	EWSR1	-	-	-1.003
TCGA-06-0141	EZH2	-	-	-0.152
TCGA-06-0141	FANCA	-	-	-0.502
TCGA-06-0141	FBN2	-	-	0.001
TCGA-06-0141	FBXO11	-	-	0.651
TCGA-06-0141	FES	-	-	0.539
TCGA-06-0141	FGFR3	-	-	0.346
TCGA-06-0141	FLT3	-	-	0.018
TCGA-06-0141	FOXA2	-	-	-0.005
TCGA-06-0141	FRG1B	1	-	-0.393
TCGA-06-0141	GATA3	-	-	-0.013
TCGA-06-0141	GNAI1	-	-	-0.353
TCGA-06-0141	GNAS	-	-	-0.203
TCGA-06-0141	GOLGA5	-	-	-0.808
TCGA-06-0141	GOT2	-	-	-0.111
TCGA-06-0141	GPHN	-	-	-0.138
TCGA-06-0141	GPS2	-	-	0.61
TCGA-06-0141	H3F3C	-	-	-0.345
TCGA-06-0141	HGF	-	-	0.022
TCGA-06-0141	HLA-A	-	-	-0.126
TCGA-06-0141	HMGXB4	-	-	-1.081
TCGA-06-0141	HRAS	-	-	0.222
TCGA-06-0141	HSPA8	-	-	-0.107
TCGA-06-0141	HUWE1	-	-	-1.322
TCGA-06-0141	IDH1	-	-	0.381
TCGA-06-0141	IDH2	-	-	-0.314
TCGA-06-0141	IRS2	-	-	2.101
TCGA-06-0141	KDM5C	-	-	-1.57
TCGA-06-0141	KEAP1	-	-	-0.331
TCGA-06-0141	KIFC3	-	-	0.743
TCGA-06-0141	KIT	-	-	-0.028
TCGA-06-0141	KRAS	-	-	-0.161
TCGA-06-0141	LEPR	-	-	0.116
TCGA-06-0141	LIFR	-	-	5.577
TCGA-06-0141	LPP	-	-	-0.882
TCGA-06-0141	LUM	-	-	-0.127
TCGA-06-0141	LZTR1	-	-	0.092
TCGA-06-0141	MALAT1	-	-	0.036
TCGA-06-0141	MAP2K4	-	-	1.237
TCGA-06-0141	MAP3K3	-	-	-0.036
TCGA-06-0141	MAPK8IP1	-	-	1.285
TCGA-06-0141	MATK	-	-	0.027
TCGA-06-0141	MDM2	-	-	0.467
TCGA-06-0141	MDM4	-	-	0.147
TCGA-06-0141	METTL14	-	-	-0.407
TCGA-06-0141	MN1	-	-	-0.069
TCGA-06-0141	MTOR	-	-	-0.669
TCGA-06-0141	NAV3	-	-	0.54
TCGA-06-0141	NBPF10	-	-	-0.172
TCGA-06-0141	NCOA4	-	-	-0.337
TCGA-06-0141	NF1	-	-	-1.075
TCGA-06-0141	NFE2L2	-	-	0.03
TCGA-06-0141	NLRP3	-	-	0.386
TCGA-06-0141	NOTCH1	-	-	-0.305
TCGA-06-0141	NR4A2	-	-	-0.223
TCGA-06-0141	PCBP1	-	-	-0.819
TCGA-06-0141	PDGFRA	-	-	0.133
TCGA-06-0141	PIK3CA	-	-	-0.32
TCGA-06-0141	PIK3CG	-	-	0.114
TCGA-06-0141	PIK3R1	-	-	0.783
TCGA-06-0141	PIP5K1A	-	-	-0.091
TCGA-06-0141	PLCG1	-	-	1.048
TCGA-06-0141	PPP2R1A	-	-	-0.64
TCGA-06-0141	PTEN	-	-	-0.065
TCGA-06-0141	RAC1	-	-	1.236
TCGA-06-0141	RANBP2	-	-	-0.881
TCGA-06-0141	RANBP3	-	-	0.224
TCGA-06-0141	RB1	-	-	0.703
TCGA-06-0141	RBMX	-	-	-0.932
TCGA-06-0141	RHEB	-	-	1.408
TCGA-06-0141	RHOA	-	-	1.832
TCGA-06-0141	RPL5	-	-	-0.478
TCGA-06-0141	RPSAP58	-	-	0.149
TCGA-06-0141	RUNX1	-	-	-0.32
TCGA-06-0141	RXRA	-	-	-0.516
TCGA-06-0141	SMAD2	-	-	0.074
TCGA-06-0141	SMC1A	-	-	-1.305
TCGA-06-0141	SPATA6	-	-	1.71
TCGA-06-0141	SPEN	-	-	-0.863
TCGA-06-0141	SPOP	-	-	0.277
TCGA-06-0141	STAG2	-	-	-0.984
TCGA-06-0141	STK11	-	-	-0.605
TCGA-06-0141	SYNE1	-	-	-0.111
TCGA-06-0141	TBL1XR1	-	-	-0.423
TCGA-06-0141	TBX3	-	-	-0.134
TCGA-06-0141	TCF12	-	-	0.945
TCGA-06-0141	TCF7	-	-	-0.28
TCGA-06-0141	TET2	-	-	-0.113
TCGA-06-0141	TFDP1	-	-	0.095
TCGA-06-0141	TGFBR2	-	-	0.073
TCGA-06-0141	TGIF1	-	-	-0.696
TCGA-06-0141	TJP2	-	-	-1.126
TCGA-06-0141	TNFRSF10C	-	-	0.804
TCGA-06-0141	TOM1	-	-	-0.245
TCGA-06-0141	TP53	-	-	-0.376
TCGA-06-0141	U2AF1	-	-	0.106
TCGA-06-0141	WT1	-	-	-0.007
TCGA-06-0141	ZFP36L1	-	-	-0.684
TCGA-06-0141	ZFP36L2	-	-	0.175
TCGA-06-0141	ZNF132	-	-	0.413
TCGA-06-0141	ZNF300	-	-	0.267
TCGA-06-0141	ZNF814	-	-	0.408
TCGA-06-0141	ZNF844	1	-	-0.63
TCGA-06-0152	ABCB1	-	-	0.866
TCGA-06-0152	ACVR1B	-	-	-0.554
TCGA-06-0152	ADCY1	-	-	0.847
TCGA-06-0152	ADORA2A	-	-	0.068
TCGA-06-0152	AHNAK2	-	-	-0.089
TCGA-06-0152	AKAP9	-	-	-0.328
TCGA-06-0152	AKD1	-	-	-0.236
TCGA-06-0152	AKT1	-	-	0.311
TCGA-06-0152	AMPH	-	-	1.677
TCGA-06-0152	APAF1	-	-	0.036
TCGA-06-0152	BCOR	-	-	-1.036
TCGA-06-0152	BRAF	-	-	-0.365
TCGA-06-0152	BRCA1	-	-	0.526
TCGA-06-0152	BRCA2	-	-	0.043
TCGA-06-0152	CAD	-	-	0.015
TCGA-06-0152	CASP8	-	-	-0.808
TCGA-06-0152	CAST	-	-	-0.873
TCGA-06-0152	CBFB	-	-	0.028
TCGA-06-0152	CCND1	-	-	-0.129
TCGA-06-0152	CDKN2A	0	-2	-0.073
TCGA-06-0152	CDKN2C	-	-	1.965
TCGA-06-0152	CEBPA	-	-	-0.009
TCGA-06-0152	CENPF	0	-2	0.186
TCGA-06-0152	CFH	-	-	-0.109
TCGA-06-0152	CHD4	-	-	-0.176
TCGA-06-0152	CHD8	-	-	0.265
TCGA-06-0152	CREM	-	-	0.814
TCGA-06-0152	CRTC3	-	-	0.743
TCGA-06-0152	CTCF	-	-	0.097
TCGA-06-0152	CUL1	-	-	0.554
TCGA-06-0152	DHX9	-	-	0.186
TCGA-06-0152	DICER1	-	-	-0.067
TCGA-06-0152	DMD	-	-	0.949
TCGA-06-0152	DNMT3A	-	-	0.099
TCGA-06-0152	EGFR	0	2	2.588
TCGA-06-0152	EIF4A2	-	-	-0.301
TCGA-06-0152	ELF3	-	-	-0.727
TCGA-06-0152	ERCC2	-	-	0.761
TCGA-06-0152	EWSR1	-	-	0.044
TCGA-06-0152	EZH2	-	-	0.508
TCGA-06-0152	FANCA	-	-	0.345
TCGA-06-0152	FBN2	-	-	0.123
TCGA-06-0152	FBXO11	-	-	0.286
TCGA-06-0152	FES	-	-	0.123
TCGA-06-0152	FGFR3	-	-	0.583
TCGA-06-0152	FLT3	-	-	-0.002
TCGA-06-0152	FOXA2	-	-	-0.009
TCGA-06-0152	FRG1B	-	-	-0.094
TCGA-06-0152	GATA3	-	-	-0.008
TCGA-06-0152	GNAI1	-	-	-0.183
TCGA-06-0152	GNAS	-	-	0.702
TCGA-06-0152	GOLGA5	-	-	-0.547
TCGA-06-0152	GOT2	-	-	-0.181
TCGA-06-0152	GPHN	-	-	0.805
TCGA-06-0152	GPS2	-	-	0.231
TCGA-06-0152	H3F3C	-	-	-0.387
TCGA-06-0152	HGF	-	-	0.065
TCGA-06-0152	HLA-A	-	-	0.097
TCGA-06-0152	HMGXB4	-	-	0.139
TCGA-06-0152	HRAS	-	-	0.26
TCGA-06-0152	HSPA8	-	-	0.021
TCGA-06-0152	HUWE1	-	-	-0.542
TCGA-06-0152	IDH1	-	-	1.306
TCGA-06-0152	IDH2	-	-	-0.094
TCGA-06-0152	IRS2	-	-	3.876
TCGA-06-0152	KDM5C	-	-	-0.424
TCGA-06-0152	KEAP1	-	-	0.77
TCGA-06-0152	KIFC3	-	-	0.78
TCGA-06-0152	KIT	-	-	0.002
TCGA-06-0152	KRAS	-	-	-0.194
TCGA-06-0152	LEPR	-	-	-0.14
TCGA-06-0152	LIFR	-	-	0.57
TCGA-06-0152	LPP	-	-	-0.773
TCGA-06-0152	LUM	-	-	-0.29
TCGA-06-0152	LZTR1	-	-	1.456
TCGA-06-0152	MALAT1	-	-	-0.009
TCGA-06-0152	MAP2K4	-	-	0.072
TCGA-06-0152	MAP3K3	-	-	-0.234
TCGA-06-0152	MAPK8IP1	-	-	3.455
TCGA-06-0152	MATK	-	-	0.32
TCGA-06-0152	MDM2	0	2	-0.009
TCGA-06-0152	MDM4	-	-	0.116
TCGA-06-0152	METTL14	-	-	-0.446
TCGA-06-0152	MN1	-	-	-0.017
TCGA-06-0152	MTOR	-	-	0.735
TCGA-06-0152	NAV3	-	-	0.143
TCGA-06-0152	NBPF10	-	-	-0.026
TCGA-06-0152	NCOA4	-	-	-0.722
TCGA-06-0152	NF1	-	-	0.284
TCGA-06-0152	NFE2L2	-	-	-0.029
TCGA-06-0152	NLRP3	-	-	0.442
TCGA-06-0152	NOTCH1	-	-	3.168
TCGA-06-0152	NR4A2	-	-	-0.154
TCGA-06-0152	PCBP1	-	-	-1.212
TCGA-06-0152	PDGFRA	-	-	0.52
TCGA-06-0152	PIK3CA	-	-	-0.249
TCGA-06-0152	PIK3CG	-	-	0.18
TCGA-06-0152	PIK3R1	-	-	0.498
TCGA-06-0152	PIP5K1A	-	-	0.136
TCGA-06-0152	PLCG1	-	-	3.35
TCGA-06-0152	PPP2R1A	-	-	0.187
TCGA-06-0152	PTEN	-	-	-0.701
TCGA-06-0152	RAC1	-	-	0.072
TCGA-06-0152	RANBP2	-	-	-0.551
TCGA-06-0152	RANBP3	-	-	1.691
TCGA-06-0152	RB1	-	-	1.311
TCGA-06-0152	RBMX	-	-	-0.419
TCGA-06-0152	RHEB	-	-	-0.203
TCGA-06-0152	RHOA	-	-	-0.1
TCGA-06-0152	RPL5	-	-	-0.948
TCGA-06-0152	RPSAP58	-	-	-0.062
TCGA-06-0152	RUNX1	-	-	-0.285
TCGA-06-0152	RXRA	-	-	-0.007
TCGA-06-0152	SMAD2	-	-	-0.555
TCGA-06-0152	SMC1A	-	-	-0.122
TCGA-06-0152	SPATA6	-	-	6
TCGA-06-0152	SPEN	-	-	-0.008
TCGA-06-0152	SPOP	-	-	0.064
TCGA-06-0152	STAG2	-	-	-0.374
TCGA-06-0152	STK11	-	-	0.948
TCGA-06-0152	SYNE1	-	-	0.675
TCGA-06-0152	TBL1XR1	-	-	-0.583
TCGA-06-0152	TBX3	-	-	-0.118
TCGA-06-0152	TCF12	-	-	4.727
TCGA-06-0152	TCF7	-	-	-0.153
TCGA-06-0152	TET2	-	-	0.02
TCGA-06-0152	TFDP1	-	-	-0.276
TCGA-06-0152	TGFBR2	-	-	-0.148
TCGA-06-0152	TGIF1	-	-	-0.309
TCGA-06-0152	TJP2	-	-	-0.644
TCGA-06-0152	TNFRSF10C	-	-	0.177
TCGA-06-0152	TOM1	-	-	-0.136
TCGA-06-0152	TP53	-	-	0.5
TCGA-06-0152	U2AF1	-	-	-0.585
TCGA-06-0152	WT1	-	-	-0.01
TCGA-06-0152	ZFP36L1	-	-	-0.642
TCGA-06-0152	ZFP36L2	-	-	0.651
TCGA-06-0152	ZNF132	-	-	1.605
TCGA-06-0152	ZNF300	-	-	3.485
TCGA-06-0152	ZNF814	1	-	0.254
TCGA-06-0152	ZNF844	-	-	0.956
TCGA-06-0157	ABCB1	-	-	0.827
TCGA-06-0157	ACVR1B	-	-	-0.487
TCGA-06-0157	ADCY1	-	-	0.291
TCGA-06-0157	ADORA2A	-	-	0.179
TCGA-06-0157	AHNAK2	-	-	-0.189
TCGA-06-0157	AKAP9	-	-	-0.487
TCGA-06-0157	AKD1	-	-	0.033
TCGA-06-0157	AKT1	-	-	0.428
TCGA-06-0157	AMPH	-	-	2.432
TCGA-06-0157	APAF1	-	-	-0
TCGA-06-0157	BCOR	-	-	-0.739
TCGA-06-0157	BRAF	-	-	-0.829
TCGA-06-0157	BRCA1	-	-	0.043
TCGA-06-0157	BRCA2	-	-	-0.18
TCGA-06-0157	CAD	-	-	0.064
TCGA-06-0157	CASP8	-	-	-1.079
TCGA-06-0157	CAST	-	-	-1.051
TCGA-06-0157	CBFB	-	-	-0.431
TCGA-06-0157	CCND1	-	-	-0.181
TCGA-06-0157	CDKN2A	-	-	0.803
TCGA-06-0157	CDKN2C	-	-	3.59
TCGA-06-0157	CEBPA	-	-	0.295
TCGA-06-0157	CENPF	-	-	-0.435
TCGA-06-0157	CFH	-	-	-0.302
TCGA-06-0157	CHD4	-	-	-0.726
TCGA-06-0157	CHD8	-	-	-0.341
TCGA-06-0157	CREM	-	-	0.336
TCGA-06-0157	CRTC3	-	-	0.579
TCGA-06-0157	CTCF	-	-	0.206
TCGA-06-0157	CUL1	-	-	0.495
TCGA-06-0157	DHX9	-	-	-0.029
TCGA-06-0157	DICER1	-	-	-0.674
TCGA-06-0157	DMD	-	-	0.515
TCGA-06-0157	DNMT3A	-	-	-0.304
TCGA-06-0157	EGFR	1	2	2.073
TCGA-06-0157	EIF4A2	-	-	-0.076
TCGA-06-0157	ELF3	-	-	-0.721
TCGA-06-0157	ERCC2	-	-	2.88
TCGA-06-0157	EWSR1	-	-	0.187
TCGA-06-0157	EZH2	-	-	0.474
TCGA-06-0157	FANCA	-	-	0.292
TCGA-06-0157	FBN2	-	-	-0.027
TCGA-06-0157	FBXO11	-	-	0.275
TCGA-06-0157	FES	-	-	-0.057
TCGA-06-0157	FGFR3	-	-	1.855
TCGA-06-0157	FLT3	-	-	-0.005
TCGA-06-0157	FOXA2	-	-	-0.002
TCGA-06-0157	FRG1B	-	-	-1.431
TCGA-06-0157	GATA3	-	-	-0.005
TCGA-06-0157	GNAI1	-	-	0.303
TCGA-06-0157	GNAS	-	-	3.275
TCGA-06-0157	GOLGA5	-	-	-0.665
TCGA-06-0157	GOT2	-	-	0.079
TCGA-06-0157	GPHN	-	-	1.78
TCGA-06-0157	GPS2	-	-	0.414
TCGA-06-0157	H3F3C	-	-	-0.453
TCGA-06-0157	HGF	-	-	0.013
TCGA-06-0157	HLA-A	-	-	-0.397
TCGA-06-0157	HMGXB4	-	-	0.305
TCGA-06-0157	HRAS	-	-	0.19
TCGA-06-0157	HSPA8	-	-	-0.033
TCGA-06-0157	HUWE1	-	-	-0.973
TCGA-06-0157	IDH1	-	-	0.186
TCGA-06-0157	IDH2	-	-	0.515
TCGA-06-0157	IRS2	-	-	0.542
TCGA-06-0157	KDM5C	-	-	-0.443
TCGA-06-0157	KEAP1	-	-	1.045
TCGA-06-0157	KIFC3	-	-	0.725
TCGA-06-0157	KIT	-	-	0.199
TCGA-06-0157	KRAS	-	-	-0.129
TCGA-06-0157	LEPR	-	-	-0.153
TCGA-06-0157	LIFR	-	-	0.382
TCGA-06-0157	LPP	-	-	-1.025
TCGA-06-0157	LUM	-	-	-0.296
TCGA-06-0157	LZTR1	-	-	0.797
TCGA-06-0157	MALAT1	-	-	-0.016
TCGA-06-0157	MAP2K4	-	-	0.093
TCGA-06-0157	MAP3K3	-	-	-0.564
TCGA-06-0157	MAPK8IP1	-	-	3.892
TCGA-06-0157	MATK	-	-	-0.131
TCGA-06-0157	MDM2	-	-	-0.01
TCGA-06-0157	MDM4	0	2	26.297
TCGA-06-0157	METTL14	-	-	-0.654
TCGA-06-0157	MN1	-	-	0.878
TCGA-06-0157	MTOR	-	-	0.143
TCGA-06-0157	NAV3	-	-	0.638
TCGA-06-0157	NBPF10	-	-	-0.193
TCGA-06-0157	NCOA4	-	-	-0.492
TCGA-06-0157	NF1	-	-	-0.236
TCGA-06-0157	NFE2L2	-	-	-0.136
TCGA-06-0157	NLRP3	-	-	0.305
TCGA-06-0157	NOTCH1	-	-	1.768
TCGA-06-0157	NR4A2	-	-	-0.239
TCGA-06-0157	PCBP1	-	-	-1.184
TCGA-06-0157	PDGFRA	-	-	0.083
TCGA-06-0157	PIK3CA	-	-	-0.457
TCGA-06-0157	PIK3CG	-	-	0.11
TCGA-06-0157	PIK3R1	-	-	0.519
TCGA-06-0157	PIP5K1A	-	-	-0.277
TCGA-06-0157	PLCG1	-	-	2.461
TCGA-06-0157	PPP2R1A	-	-	0.951
TCGA-06-0157	PTEN	1	-	-1.17
TCGA-06-0157	RAC1	-	-	1.228
TCGA-06-0157	RANBP2	-	-	-1.017
TCGA-06-0157	RANBP3	-	-	0.258
TCGA-06-0157	RB1	-	-	0.625
TCGA-06-0157	RBMX	-	-	0.34
TCGA-06-0157	RHEB	-	-	1.069
TCGA-06-0157	RHOA	-	-	0.877
TCGA-06-0157	RPL5	-	-	-0.997
TCGA-06-0157	RPSAP58	-	-	0.084
TCGA-06-0157	RUNX1	-	-	-0.44
TCGA-06-0157	RXRA	-	-	-0.669
TCGA-06-0157	SMAD2	-	-	-0.357
TCGA-06-0157	SMC1A	-	-	-0.265
TCGA-06-0157	SPATA6	-	-	1.99
TCGA-06-0157	SPEN	-	-	-0.365
TCGA-06-0157	SPOP	-	-	1.174
TCGA-06-0157	STAG2	-	-	0.272
TCGA-06-0157	STK11	-	-	0.494
TCGA-06-0157	SYNE1	-	-	0.108
TCGA-06-0157	TBL1XR1	-	-	-0.685
TCGA-06-0157	TBX3	-	-	-0.12
TCGA-06-0157	TCF12	-	-	1.339
TCGA-06-0157	TCF7	-	-	-0.242
TCGA-06-0157	TET2	-	-	-0.169
TCGA-06-0157	TFDP1	-	-	-0.923
TCGA-06-0157	TGFBR2	-	-	-0.217
TCGA-06-0157	TGIF1	-	-	-0.553
TCGA-06-0157	TJP2	-	-	-0.578
TCGA-06-0157	TNFRSF10C	-	-	0.104
TCGA-06-0157	TOM1	-	-	-0.162
TCGA-06-0157	TP53	-	-	0.673
TCGA-06-0157	U2AF1	-	-	-0.292
TCGA-06-0157	WT1	-	-	-0.01
TCGA-06-0157	ZFP36L1	-	-	-0.383
TCGA-06-0157	ZFP36L2	-	-	-0.1
TCGA-06-0157	ZNF132	-	-	1.815
TCGA-06-0157	ZNF300	-	-	3.253
TCGA-06-0157	ZNF814	-	-	1.117
TCGA-06-0157	ZNF844	-	-	0.264
TCGA-06-0168	ABCB1	-	-	0.637
TCGA-06-0168	ACVR1B	-	-	-0.566
TCGA-06-0168	ADCY1	-	-	0.506
TCGA-06-0168	ADORA2A	-	-	-0.187
TCGA-06-0168	AHNAK2	-	-	-0.113
TCGA-06-0168	AKAP9	-	-	-0.538
TCGA-06-0168	AKD1	-	-	-0.706
TCGA-06-0168	AKT1	-	-	0.039
TCGA-06-0168	AMPH	-	-	2.239
TCGA-06-0168	APAF1	-	-	-0.408
TCGA-06-0168	BCOR	-	-	-1.168
TCGA-06-0168	BRAF	-	-	-0.778
TCGA-06-0168	BRCA1	-	-	0.518
TCGA-06-0168	BRCA2	-	-	-0.249
TCGA-06-0168	CAD	-	-	0.135
TCGA-06-0168	CASP8	-	-	-0.933
TCGA-06-0168	CAST	-	-	-0.677
TCGA-06-0168	CBFB	-	-	-1.316
TCGA-06-0168	CCND1	-	-	-0.347
TCGA-06-0168	CDKN2A	-	-	0.806
TCGA-06-0168	CDKN2C	-	-	5.062
TCGA-06-0168	CEBPA	-	-	0.634
TCGA-06-0168	CENPF	-	-	-0.063
TCGA-06-0168	CFH	-	-	-0.374
TCGA-06-0168	CHD4	-	-	-0.556
TCGA-06-0168	CHD8	-	-	-0.289
TCGA-06-0168	CREM	-	-	1.145
TCGA-06-0168	CRTC3	-	-	0.585
TCGA-06-0168	CTCF	-	-	-1.226
